Агроном,1,8 лет 1 месяц,"Проверка качества сбора огурца,
Работа с первоначальной документацией,"
Ветеринарный врач Молочно-товарной ферме,940,11 месяцев,Контроль качества и выполнения противоэпизоотических мероприятий. Организация и контроль проведения ветеринарных мероприятий. Контроль качество производства молока. Подмена главного ветеринарного врача в его отсутствие.
Ветеринарный врач 1 категории,940,4 года 4 месяца,"Входной и выходной контроль качества мяса на [организация, предприятие]. Контроль за соблюдением ветеринарно-санитарных правил на всех этапах переработки, хранения, транспортировки мяса. Проведение ветеринарно-санитарной экспертизы туш.  Выдача заключения о безопасности мяса. Клеймение мяса. Контроль соблюдения санитарных норм и ведения санитарной документации. Выдача ветеринарно-сопроводительных документов."
Начальник отдела Ветеринарно-санитарной экспертизы,940,1 год 1 месяц,"Входной и выходной контроль качества мяса на [организация, предприятие]. Контроль за соблюдением ветеринарно-санитарных правил на всех этапах переработки, хранения, транспортировки мяса. Проведение ветеринарно-санитарной экспертизы туш.  Выдача заключения о безопасности мяса. Клеймение мяса. Контроль соблюдения санитарных норм и ведения санитарной документации.  Управление подчиненным ему персоналом. Выдача ветеринарно-сопроводительных документов."
"ветеринарный врач свинотоварной фермы, 11.03.2011 г. назначен старшим ветеринарным врачем",940,1 год 9 месяцев,Контроль качества и выполнения противоэпизоотических мероприятий. Организация и контроль проведения ветеринарных мероприятий. Контроль качество производства молока.
Участковый уполномоченный милиции,940,1 год 8 месяцев,"Сотрудник в целях эффективного исполнения поставленных задач должен знать и соблюдать предписания законодательных и прочих нормативных актов РФ, формирующих правовую базу его деятельности, использовать методы и формы предотвращения преступлений и прочих нарушений. Выполняя обязанности участкового полиции, служащий следует порядку производства и оформления срочных (неотложных) следственных мероприятий, производства по административным делам. Сотрудник должен обладать информацией о задействованных на подведомственной ему территории"
Оператор водоподготовки,941,5 лет 9 месяцев,Лучшии оператор
Помощник бурильщика КРС,941,10 месяцев,Капитальный ремонт скважин
Директор филиала,941,2 года 6 месяцев,"Обязанности:
Руководил фирмой по поставке различной продукции
Достижения:
Открыл свою фирму, работал с договорами и контрактами между организациями на поставку различных продукции и деталей.
"
Аппаратчик химического производства 6 разряда ,941,5 месяцев,"Обязанности:
Контроль за персоналом и соблюдение внутренней дисциплины, ведение отчётности и контроль режима производства. В ночные смены ответственный за весь рабочий персонал и рабочий цех.
Достижения:
Руководил персоналом во время останова цеха на ремонт и пуск цеха после останова в работу, выводил цех в режим работы.
За время работы прошёл обучение на руководящую должность, исполнял обязанности технолога цеха.
Принимал участие во внедрение новшества в цех (узел ингибирования), за что был поощрён денежной премии."
Аппаратчик химического производства 5 разряда ,941,2 года 2 месяца,"Обязанности:
Обеспечение непрерывного производства каучука, введение и контроль технологическим процессом.
Достижения:
За год изучил цех по производству бутадиен-стирального каучука. На конкурсе завода лучший аппаратчик-оператор занял первое место."
Руководитель фермы,942,3 месяца,"Руководство производственно-хозяйственной деятельности фермы (КРС мясного направления)
Разработка заданий производства и обеспечение их выполнения.
Обеспечение рационального использования трудовых ресурсов, организация производства, механизация производственных процессов.
Контроль соблюдения работниками производственной и трудовой дисциплины."
Младший оператор,942,2 года 3 месяца,"Предоставление ветеринарных услуг.
Иммуноголическая кастрация хряков препаратом Импровак."
Оператор экстракции,942,4 месяца,Контроль и управление процессами в цехе экстракции.
Главный технолог,942,8 месяцев,"-Управление и контроль всеми этапами животноводческих процессов на свинокомплексе (Репродуктор).

-Внедрение и обеспечение биобезопасности комплекса.

-Повышение эффективности и результативности производственных показателей.

-Анализ результатов и составление новых планов на следующий год.

-Внедрение эффективных технологических процессов и обучение команды.

-Организация контроля учета поголовья.

-Оформление документации в соответствии с требованиями системы менеджмента."
Начальник участка (репродуктор),942,3 года 2 месяца,"-Управление и контроль животноводческих процессов на площадке опорос.

-Соблюдение регламентов компании

-Обеспечение правил биобезопасности комплекса.

-Повышение эффективности и результативности производственных показателей.

-Организация контроля учета поголовья.

-Оформление документации в соответствии с требованиями системы менеджмента."
Менеджер по продажам,942,7 месяцев,"-Консультировать посетителей

-Продажа автомобилей

-Оформление документов купли-продажи

-Страхование"
Заведующий молочно-товарной фермой,942,1 год 2 месяца,"-Организация и контроль производством (мощностью 600 голов дойного стада и 50 голов репродуктивного стада, а также 100 голов телят до перевода на откормочную ферму)

-Управление и обучение работающего персонала

-Повышение эффективности производственных показателей

-Разработка о расширении мощности на 100 голов дойного стада при уже имеющихся ресурсах на ферме."
Ведущий менеджер по продажам,943,9 лет 8 месяцев,"Продажа сельхозтехники и запчастей, полное ведение сделки от переговоров с производителем с/х техники и клиентов до УПД. Обслуживание сельхозтехники, сборка, настройка и введение в работу, обучение персонала, гарантия и ТО на проданную технику."
Машинист ППДУ,943,3 года 2 месяца,"Поддержание автомобиля и установки в рабочем состоянии То и Тр, отпаривание емкостей, работа на кустах АО Арктикгаз"
Мастер малярно-кузовного цеха,943,2 года 1 месяц,"Осмотр автомобиля, расчёт калькуляций по повреждениям  для страховых компаний, восстановление, ремонт машин."
Менеджер внешнеэкономической деятельности,943,2 года 1 месяц,"Продажа бурового оборудования, труб по России и странам СНГ, оформление сопутствующих документов, активный поиск клиентов."
Начальник транспортного цеха,944,8 лет 4 месяца,"Организация работы транспортного цеха: своевременный выход автомобилей на линию,  своевременный ремонт автопарка,  контроль в пути следования автомобилей. Приёмка транспорта из рейса."
начальник механо-энергетического отдела,944,10 лет 6 месяцев,"Организация  ремонта и обслуживания технологического оборудования и механизмов предприятия, проведение планово-предупредительных работ, направленных на бесперебойное функционирование оборудования (подъёмных механизмов, очистных сооружений, производственных компрессоров, металлообрабатывающего оборудования). Организация ремонта  и обслуживания  систем и коммуникаций,  обеспечивающих предприятие тепло-энергией, электроэнергией, водопотребление и водоотведение.  Занимался работами связанными с функционированием артезианской скважины, ведение всей документации  и отчётности по данным направлениям.  Взаимодействие с бухгалтерией предприятия, заключение договоров с поставщиками энергоносителей,  взаимодействие с инспекторами  (Ростехнадзор, Технадзор, департамент по недропользованию, Росприроднадзор) проходил обучения по промышленной безопасности, по электробезопасности (V группа по электробезопасности ), по охране труда и технике безопасности (совмещал должность инженера по охране труда и технике безопасности), организовывал обслуживание опасных производственных объектов (воздухосборник, подъёмный механизм), включая ведение всей документации касающейся ОПО (лицензирование, регистрация, освидетельствование, ведение отчётности). А также организовывал деятельность транспортного участка (распределение авто-техники, контроль и ведение документации)."
бригадир животноводческого хозяйства,944,12 лет 9 месяцев,Организовывал работу животноводческого комплекса и полеводческой бригады.
Механик,945,2 года 3 месяца,Ремонт и наладка технологического оборудования
Наладчик технологического оборудования,945,1 год 1 месяц,Ремонт и наладка технологического оборудования
Слесарь-ремонтник,945,4 года 11 месяцев,"Ремонт и наладка упаковочного оборудования Ima, CAM."
Механик,945,4 года 3 месяца,"Наладка и ремонт швейных машин марок: Juki, Brother, Yamato, Special Union; ремонт раскройного оборудования: раскройных дисковых, сабельных, ленточных ножей."
Слесарь-ремонтник,945,3 года 2 месяца,"Ремонт\наладка\запуск в работу формовочного пневмооборудования, ламинирующего оборудования, гидравлических прессов, швейных машин\полуавтоматов , раскройного и т.п. оборудования."
Практикант,945,6 месяцев,Обслуживание оборудования лёгкой промышленности.
Продавец-консультант,946,4 года 8 месяцев,"Продажи,консультирование"
Менеджер по продажам,946,5 месяцев,Продажа мобильной техники и консультирование клиентов
Главный зоотехник,946,1 год,"Работа с персоналом, контроль качества получаемой продукции, составление отчетов"
Инсталлятор,947,1 год 1 месяц,"Монтаж,настройка, установка, подключение линий интернет абонентов"
Инженер КИПиА,947,2 года 9 месяцев,"Контроль, обслуживание, ремонт систем жизнеобеспечения."
Старший инженер,947,1 год,"Ремонт,сервисное обслуживание оргтехники XEROX, LEXMARK, EPSON ,OLIVETTI, почтоматов, банкоматов,ремонт бытового и профессионального электроинструмента"
Техник,947,5 месяцев,"Обслуживание,ремонт складской техники."
Сервисный инженер,947,3 года 1 месяц,"Выполнение гарантийного и пост гарантийного обслуживания и ремонта печатной и копировальной офисной техники XEROX , OLIVETTI , LEXMARK, EPSON."
Инженер КИПиА,947,3 года 2 месяца,"Контроль,обслуживание,ремонт систем жизнеобеспечения инкубатория"
Сервисный инженер АТМ,947,3 года 1 месяц,"Ремонт банкоматов  и терминалов оплаты NCR,OPTEVA,DORS,ITT"
Слесарь-ремонтник,947,10 лет 4 месяца,"ремонт роботов , автоматов , линий розлива.Планирование,проведение ППР ,подбор-заказ з\ч."
Бригадир смены,948,4 года 4 месяца,"Ремонтная служба, ремонт кузнечно-штамповочного, дробометного оборудования, пил, станков, вентиляции"
Мастер СМР,948,1 год,Строительство подстанций ХМАО
Дежурный электромонтер,948,4 года,"Обслуживание электрооборудования, газопоршневых генераторов ""Caterpiller"""
Мастер Челябинского участка,948,5 лет 2 месяца,"Ремонт оборудования цеха станки, сварочные аппараты, организация работ по нарядам-допускам на энергообьектах с кранами, ГПМ, огневыми работами. Руководство коллективом 15 чел."
Начальник участка по ремонту и обслуживанию оборудования,948,1 год 7 месяцев,"Ремонт средний и малый станков с ЧПУ, гильотин ,прессов, металлообрабатывающих станков, фрезерных, токарных, карусельных, расточных  т.д. до 200 видов, отв. за электрохозяйство 10-0.4кВ"
"Начальник Производственно-технологической лаборатории на ОАО Степнянский элеватор""",949,27 лет 6 месяцев,"Организация и контроль на предприятии .Выполнение функций в соответствии с  настоящей инструкцией. Контроль качества поступаемого зерна на хранение, объективная оценка. Размещение сельхозпродукции .Формирование партий . Систематический  контроль при хранении,  оценка качества зерна при отгрузке. Оформление документов удостоверяющих качество готовой продукции . Декларирование сельхозпродукции. Контроль за заражённостью зерна, проведение мер по предотвращению  и ликвидации  заражённости хлебопродуктов в соответствии с действующей инструкцией.

 Проведение ежегодной учёбы с персоналом- техминимум.Контроль за изменениями в ГОСТ реестрах."
Агроном,950,3 года 1 месяц,"Разработка и внедрение технологий выращивания (открытый грунт, орошение): кукуруза, чеснок, подсолнух, томаты и т.д.

Контроль использование сотрудниками земельного фонда, техники, топлива, средств химизации, удобрений и семенного материала.

Ведение отчетности.

Планирование средств защиты растений и минерального питания.

Принятие участия в разработке технологических карт.

Контроль соблюдения производственных программ и рабочих планов.

Проверка состояния семенного материала перед посевов.

Проведение обследования с/х угодий: определение степени заражения вредителями и болезнями, и конкретные методы борьбы с ними."
Агроном,950,7 лет 4 месяца,"Проведение обследования с/х угодий хозяйства, определение степени заражения их вредителями и болезнями и конкретные методы борьбы с ними.

Участие в разработка технологических карт.

Планирование средств защиты растений и минерального питания.

Ведение отчетности о полевых опытах.

Участие в постановке и контроле лабораторно-полевых опытов."
Директор,951,4 года 2 месяца,"Организация производства свинины.Контроль и совершенствование технологии кормления,  разведения, содержания животных, подбор персонала., контроль ветеринарной обстановки, водо - и энергоснабжение, контроль и оптимизация себестоимости производства продукции, бюджетирование,оперативное и стратегическое планирование,реализация продукции.. Работа с контролирующими организациями,администрациями районного и областного уровней,энергоснабжающими организациями и др..

Достижения:

разработка и внедрение новой системы племенной работы, создание высокопродуктивного племенного стада свиней  крупной белой породы с получением федеральной лицензии на разведение крупной белой породы свиней, создание высокопродуктивного пользовательного стада( 12 голов живых поросят на свиноматку, 11 голов к отъему; 850 г.ср. суточный прирост на откорме, толщина шпика над 6-7 ребрами туши массой 100 кг - 14 мм, возраст достижения массы 100кг - 170 дн., кардинальное улучшение ветеринарно -санитарной обстановки ( отход молодняка к обороту стада за 2015 год составил 7%);В 2015 году предприятие полностью завершило формирование стада и вышло на рентабельную работу. В 2015 году чистая прибыль составила 45 млн рублей. Предприятие продано новому собственнику."
Заместитель директора по производству,951,3 года 4 месяца,"Управление процессом производства свинины.Контроль производства свинины, совершенствование технологии выращивания животных, кормления,разведения,улучшение ветеринарно- санитарной обстановки,Контроль утилизации стоков, контроль энерго- и водоснабжения, подбор персонала 

.Удалось поднять выход поросят- отъемышей с 6.5 до 9 голов на свиноматку, сохранность молодняка на 20% и др."
Заместитель директора по производству,951,2 года 1 месяц,"организация производства яиц( кормление,выращивание молодняка, собственно производство яиц, реализация продукции); работа с контролирующими организациями,энергоснабжающими организациями,административными структурами; подбор кадров и т.д.."
Наладчик КИПиА,952,2 года 9 месяцев,Обеспечение надёжной работы оборудования цеха по производству сыров
Слесарь КИПиА,952,3 года 3 месяца,Обеспечение бесперебойной работы цеха по производству йогуртов
Специалист технической службы,952,3 года 6 месяцев,"Контроль за состоянием оборудования цеха.Выполнение ппр, а также аварийных ремонтов."
Электрослесарь КИПиА,952,4 года 3 месяца,Контроль и ремонт оборудования кипиа
Аппаратчик по выращиванию монокристаллов сапфира,952,3 года 5 месяцев,Выращивание кристаллов искусственного сапфира
Оператор-наладчик линии производства металлопрофиля,952,7 лет 1 месяц,Работа на оборудовании для производства мелаллочерепицы
Старший механик,952,1 год 1 месяц,Организация работы службы главного механика
Наладчик технологического оборудования,952,1 год 1 месяц,Плановый и текущий ремонт оборудования
глава КФХ,953,2 года,производство и реализация с/х продукции
сер.инженер 2 разряда,953,5 месяцев,"ремонт,обслуживание,запуск в работу с.х.,обучение операторов(механизаторов)"
менеджер 2 катигории,953,7 месяцев,"работа с клиентами,продажа запчастей и с.х. техники"
от механизатора до и.о. главы кфх,953,20 лет,"общее руководство,ремонт, сохранность,работоспособность с.х. техники,бух.учёт руководство по качественному и своевременному ремонту с/х техники"
Дежурный по залу железнодорожного вокзала,954,1 год 6 месяцев,"Работа в зале , работа с документами ."
Водитель-механик,954,2 года 3 месяца,"Работа с бригадой скорой помощи, и документацией"
Водитель автобуса,954,4 месяца,Перевозка пассажиров
Мастер-прораб,954,1 год 1 месяц,"обеспечивает выполнение заданий по вводу объектов в эксплуатацию в установленные сроки, организует производство, обеспечивает соблюдение норм и правил техники безопасности и технологии производства, ведёт учёт выполненных работ, оформляет техническую документацию, участвует в сдаче объектов в эксплуатацию"
Механик,954,3 месяца,"Должностные обязанности. Обеспечения без перебойной работы Авто транспорта .Обеспечивает безаварийную и надежную работу всех видов оборудования, их правильную эксплуатацию, своевременный качественный ремонт и техническое обслуживание, проведение работ по его модернизации и повышение экономичности ремонтного обслуживания оборудования. Осуществляет технический надзор за состоянием и ремонтом защитных устройств на механическом оборудовании.Организует подготовку календарных планов (графиков) осмотров, проверок и ремонта оборудования, заявок на централизованное выполнение капитальных ремонтов, на получение необходимых для планово-предупредительных и текущих ремонтов материалов, запасных частей, инструмента и т.п., составление паспортов на оборудование, спецификаций на запасные части и другой технической документации. Организует учет всех видов оборудования, а также отработавшего амортизационный срок и морально устаревшего, подготовку документов на их списание."
Торговый представитель отдела продаж.,954,1 год 8 месяцев,"• Работа на закрепленной территории.

• Ежедневное посещение закрепленных торговых точек.

• Привлечение к сотрудничеству новых клиентов.

• Работа с существующими клиентами.

• Обеспечение необходимой дистрибуции в торговых точках.

• Проведение мерчендайзинговой активности в торговых точках.

• Ежедневная отчетность в 1С.

• Еженедельная аналитика эффективности работы закрепленных клиентов.

• Ежемесячное достижение ключевых показателей эффективности.

• Заключение договоров,контроль дебиторской задолженности."
Инженер-механик.,954,6 лет 10 месяцев,"• Обеспечения без перебойной работы автотранспорта.Обеспечения методическое и техническое руководство, контроль за работой служб связанных с эксплуатацией.

• Предотвращение сбоя производства.

• Выполнение в установленные сроки плановых заданий по ремонту и техническому обслуживанию техники и оборудования, обслуживаемого технической службой.

• Устранение аварийных ситуаций на оборудовании, проведение испытаний и сдачи в эксплуатацию.
"
Механик,954,3 года 2 месяца,"Ведение документации , разъезд по рабочим объектам ."
Директор автошколы ,954,2 года 1 месяц,"Работа со студентами вуза поступивших в Авто школу . Принёс прибыль в бюджет вуза ,около  трёх миллионов рублей."
Персональный водитель руководителя,954,2 года 1 месяц,Сопровождение
Руководитель зооветслужбы,955,9 лет 9 месяцев,Организация и контроль проведения зооветмероприятий...
Зоотехник,955,6 месяцев,"Организация производства,составление и корректировка рационов,планирование воспроизводства стада,помощь ветеринарам..."
Водитель автотранспортного участка,955,11 месяцев,Перевозка оборудования и людей
зоотехник,955,1 год 8 месяцев,"порядок и сплоченность в коллективе,здоровое поголовье,повысились за год удои на фуражную корову на 16 кг, привесы свиней возросли ,по-сравнению, с предыдущим годом на 150 гр."
Ветеринар,955,9 месяцев,"Профилактика заболеваний КРС, проведение ветеринарных мероприятий,ведение документации. Падеж телят профилакторного периода снизился на 87%, значительно уменьшились случаи поражения некробактериозом..."
Сотрудник охраны,955,1 год 7 месяцев,"Водитель охранник, охрана объектов, сопровождение грузов"
Водитель такси,955,10 месяцев,Частный извоз
Слесарь-сборщик ПВХ,955,1 год,Сборка ПВХ конструкций
Зоотехник-селекционер,955,1 год 4 месяца,"Ведение племучета, организация производства, работа с документацией....Привел в порядок всю документацию по племучету в хозяйстве...."
Таксист,955,5 месяцев,Услуги частного извоза
Инженер спортивных сооружений,955,1 год 10 месяцев,"Организация работы плотников, сантехников, проектирование и установка спортивный объектов..."
"Продавец-консультант, торговый представитель",955,1 год,"Продажа аудио-видео техники,консультирование клиентов, поиск новых клиентов, покупателей; учет, приемка товаров..."
Кладовщик-грузчик,955,1 год 1 месяц,"Отгрузка товаров со складов, принятие товаров, учет товаров"
Электромонтер 2-го разряда,955,2 месяца,"Проверка работоспособности участков по электрооборудованию, устранение неполадок"
Бригадир птицеводческой бригады,955,6 месяцев,"Организация производства,ведение документации. Возрос порядок в коллективе,норма сбора яиц выросла на 10%.."
Резервный сторож (ВОХР),955,8 месяцев,Охрана объектов
зоотехник по кормлению,956,7 лет 10 месяцев,"Составление рациона кормления КРС, контроль качества кормовой базы, контроль за порядком и режимом кормления поголовья, введение передовых и инновационных методов технологии кормления КРС, опробация альтернативных и новых кормов."
"Главный зоотехник, главный зоотехник мониторинга поголовья",956,1 год 5 месяцев,"Организация и планирование работы отделения животноводства, составление бизнес-плана работы отделения, мониторинг поголовья посредством программы ""Afimilk""."
Главный зоотехник,956,2 года 4 месяца,"Организация производства молока и мяса, контроль производственных процессов, контроль за качеством продукции, сбыт продукции, заключение договоров на поставку комбикормов, БАД, вет препаратов и оборудования. Ведение отчетной документации."
Тракторист-машинист,957,17 лет 11 месяцев,Работа на сельхоз технике и ее ремонт 
Главный агроном,958,6 месяцев,Все обязанности главного агронома
Начальник участка,958,8 месяцев,"Контроль всех технологических процессов от посева до уборки урожая.

Разработка планов внесения удобрений, сева, уборки урожая.

В подчинении 22 сотрудника в том числе 15 механизаторов.

Ведение отчетной документации."
Агроном по семеноводству,958,1 год 4 месяца,стандартные обязанности агронома по семеноводству.
Инженер-механик,959,2 года,"Организация работы технической службы, составление ППР, составление ежемесячного отчёта о проделанной работе и коммунальных затратах, работа с подрядчиками, котрагентами, обеспечение необходимым ЗИП, обслуживание газовых котельных, холодомашин с драйкулерами, тепло-, холодоснабжение зданий, вентиляция, отопление, канализация, и противопожарная система, охрана труда, ведение соответствующей документации."
Электромеханик по лифтам и эскалаторам,959,4 года 2 месяца,"1. Подготовительные работы к проведению периодического осмотра лифта.
2. Информирование руководства в установленном порядке о выявленных повреждениях, неисправностях в работе и об износе оборудования лифтов.
3. Запись в журнале о проведенном осмотре и проверке.
4. Проверка уровня рабочих жидкостей в механизмах лифта и осуществление их долива при необходимости.
5. Визуальное определение внешних повреждений, признаков неисправностей и износа оборудования.
6. Проведение уборки и поддержание чистоты и порядка в машинном (блочном) помещении, приямке.
7. Смазка узлов лифта.
8. Очистка оборудования от загрязнений вручную или с использованием приспособлений с соблюдением требований охраны труда.
9. Проверка соответствия выполненных работ требованиям технической документации. "
Инженер-электромеханик,959,3 месяца,"Ремонт, обслуживание техники Karcher"
Ведущий инженер ,959,6 лет,"Руководство персоналом технической службы в количестве 25...30 человек. Составление плана ППР, составление заявок, списание материалов. Ведение технической документации. Проведение инструктажей по технике безопасности и охране труда, пожарной безопастности. "
Инженер механик ПТО,959,2 года 2 месяца,Руководство технической службой ПТО производственного комбината свинокомплекса
Главный инженер,960,9 лет 4 месяца,"Заключение договоров поставки запчастей, оборудования и ГСМ. Контроль исполнения правил Пром безопасности. Контроль за соблюдением сроков экспертиз и лицензий, управление коллективом 50 чел."
Заведующий складами,960,2 года 1 месяц,"Составление отчетов по реализации, контроль приемки и отгрузки удобрений, составление планов работ бригад фасовки приемки и отгрузки удобрений."
Мастер по учету газа,960,13 лет,"Контроль по учету газа предприятиями и населением, формирование платежных документов, контроль оплаты."
специалист по организации работ вахтовым методом,960,2 года 10 месяцев,Организация и документальное оформление групп для работ в других регионах РФ
командир понтонной роты,960,2 года 1 месяц,сплошные обязанности
инженер по реализации с/х продукции,960,2 года 2 месяца,Организация и контроль сбыта с/х продукции
студент,960,4 года 11 месяцев,Студент
Начальник участка,961,1 год 6 месяцев,Обеспечение безаварийной работы
